Ham/Spam,Text,target,words,message
ham,Ding me on ya break fassyole! Blacko from londn,0,"['Ding', 'ya', 'break', 'fassyole', 'Blacko', 'londn']",ding ya break fassyole Blacko londn
ham,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,0,"['I', 'REALLY', 'NEED', '2', 'KISS', 'U', 'I', 'MISS', 'U', 'MY', 'BABY', 'FROM', 'UR', 'BABY', '4EVA']",really need 2 KISS u MISS u baby ur baby 4eva
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",0,"['The', 'sign', 'maturity', 'start', 'saying', 'big', 'things', 'But', 'actually', 'start', 'understanding', 'small', 'things', 'HAVE', 'A', 'NICE', 'EVENING', 'BSLVYL']",sign maturity start say big thing actually start understand small thing nice evening BSLVYL
ham,Oh you got many responsibilities.,0,"['Oh', 'got', 'many', 'responsibilities']",oh get many responsibility
spam,You have 1 new message. Please call 08715205273,1,"['You', '1', 'new', 'message', 'Please', 'call', '08715205273']",1 new message please call 08715205273
ham,I've reached sch already...,0,"['I', 'reached', 'sch', 'already']",reach sch already
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,1,"['December', 'Had', 'mobile', '11mths', 'You', 'entitled', 'update', 'latest', 'colour', 'camera', 'mobile', 'Free', 'Call', 'The', 'Mobile', 'Update', 'VCo', 'FREE', '08002986906']",December mobile 11mths entitle update late colour camera mobile free call mobile update vco free 08002986906
ham,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,0,"['U', 'definitely', 'need', 'module', 'e', 'humanities', 'dis', 'sem', 'izzit', 'U', 'wan', '2', 'take', 'modules', '1st']",u definitely need module e humanity dis sem izzit u wan 2 take module 1st
ham,Argh why the fuck is nobody in town ;_;,0,"['Argh', 'fuck', 'nobody', 'town', '_']",argh fuck nobody town
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",1,"['Get', '3', 'Lions', 'England', 'tone', 'reply', 'lionm', '4', 'mono', 'lionp', '4', 'poly', '4', 'go', '2', 'www', 'ringtones', 'co', 'uk', 'original', 'n', 'best', 'Tones', '3GBP', 'network', 'operator', 'rates', 'apply']",get 3 lion england tone reply lionm 4 mono lionp 4 poly 4 go 2 www ringtone co uk original n good tone 3GBP network operator rate apply
ham,Thanks. Fills me with complete calm and reassurance! ,0,"['Thanks', 'Fills', 'complete', 'calm', 'reassurance']",thank fill complete calm reassurance
ham,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,0,"['Aslamalaikkum', 'insha', 'allah', 'tohar', 'beeen', 'muht', 'albi', 'mufti', 'mahfuuz', 'meaning']",aslamalaikkum insha allah tohar beeen muht albi mufti mahfuuz mean
ham,Are you driving or training?,0,"['Are', 'driving', 'training']",drive training
ham,Lol for real. She told my dad I have cancer,0,"['Lol', 'real', 'She', 'told', 'dad', 'I', 'cancer']",Lol real tell dad cancer
spam,PRIVATE! Your 2003 Account Statement for 078,1,"['PRIVATE', 'Your', '2003', 'Account', 'Statement', '078']",private 2003 account statement 078
ham,"Oops I did have it,  &lt;#&gt; ?",0,"['Oops', 'I', 'lt', 'gt']",oop lt gt
ham,NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?,0,"['NOT', 'ENUFCREDEIT', 'TOCALL', 'SHALL', 'ILEAVE', 'UNI', 'AT', '6', 'GET', 'A', 'BUS', 'TO', 'YOR', 'HOUSE']",ENUFCREDEIT TOCALL shall ileave UNI 6 get bus yor HOUSE
ham,"Hi Chikku, send some nice msgs",0,"['Hi', 'Chikku', 'send', 'nice', 'msgs']",hi chikku send nice msgs
ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",0,"['He', 'impossible', 'argue', 'always', 'treats', 'like', 'sub', 'like', 'never', 'released', 'Which', 'I', 'remind', 'necessary']",impossible argue always treat like sub like never release remind necessary
ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",0,"['After', 'work', 'ah', 'Den', '6', 'plus', 'lor', 'U', 'workin', 'oso', 'rite', 'Den', 'go', 'orchard', 'lor', 'place', 'go', 'liao']",work ah den 6 plus lor u workin oso rite den go orchard lor place go liao
ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",0,"['To', 'wonderful', 'Okors', 'great', 'month', 'We', 'cherish', 'guys', 'wish', 'well', 'day', 'MojiBiola']",wonderful okor great month cherish guy wish well day MojiBiola
ham,Cuz ibored. And don wanna study,0,"['Cuz', 'ibored', 'And', 'wanna', 'study']",cuz ibore wanna study
ham,Wot about on wed nite I am 3 then but only til 9!,0,"['Wot', 'wed', 'nite', 'I', '3', 'til', '9']",wot we d nite 3 til 9
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",0,"['Rose', 'red', 'red', 'blood', 'blood', 'heart', 'heart', 'u', 'But', 'u', 'Send', 'tis', 'ur', 'friends', 'Including', 'If', 'u', 'like', 'If', 'u', 'get', 'back', '1', 'u', 'r', 'poor', 'relation', '2', 'u', 'need', '1', 'support', '3', 'u', 'r', 'frnd', '2', 'many', '4', 'some1', 'luvs', 'u', '5', 'some1', 'praying', 'god', 'marry', 'u', 'try']",Rose red red blood blood heart heart u u send tis ur friend include u like u get back 1 u r poor relation 2 u need 1 support 3 u r frnd 2 many 4 some1 luvs u 5 some1 pray god marry u try
ham,Any way where are you and what doing.,0,"['Any', 'way']",way
ham,That sucks. I'll go over so u can do my hair. You'll do it free right?,0,"['That', 'sucks', 'I', 'go', 'u', 'hair', 'You', 'free', 'right']",suck go u hair free right
ham,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,0,"['still', 'working', 'And', 'time', 'also', 'tried', 'adding', 'zeros', 'That', 'savings', 'The', 'checking', 'lt', 'gt']",still work time also try add zero saving check lt gt
ham,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",0,"['Hmm', 'Dunno', 'leh', 'mayb', 'bag', '4', 'goigng', 'dat', 'small', 'Or', 'jus', 'anything', 'except', 'perfume', 'smth', 'dat', 'keep']",hmm dunno leh mayb bag 4 goigng dat small ju anything except perfume smth dat keep
ham,Sday only joined.so training we started today:),0,"['Sday', 'joined', 'training', 'started', 'today']",sday join training start today
ham,Sorry * was at the grocers.,0,"['Sorry', 'grocers']",sorry grocer
ham,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,0,"['There', 'nice', 'pubs', 'near', 'Frankie', 'n', 'Bennys', 'near', 'warner', 'cinema']",nice pub near Frankie n Bennys near warner cinema
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",1,"['YOU', 'VE', 'WON', 'Your', '4', 'Costa', 'Del', 'Sol', 'Holiday', '5000', 'await', 'collection', 'Call', '09050090044', 'Now', 'toClaim', 'SAE', 'TC', 'POBox334', 'Stockport', 'SK38xh', 'Cost', '1', '50', 'pm', 'Max10mins']",4 costa del sol holiday 5000 await collection call 09050090044 toClaim SAE tc pobox334 stockport SK38xh cost 1 50 pm max10min
ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book ,0,"['Yup', 'I', 'havent', 'You', 'want', 'go', 'yoga', 'I', 'call', 'book']",yup have not want go yoga call book
ham,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,0,"['Oh', 'shut', 'Omg', 'yesterday', 'I', 'dream', 'I', '2', 'kids', 'boys', 'I', 'pissed', 'Not', 'kids', 'boys', 'I', 'even', 'told', 'mark', 'dream', 'changing', 'diapers', 'cause', 'I', 'getting', 'owed', 'face']",oh shut Omg yesterday dream 2 kid boy piss kid boy even tell mark dream change diaper cause get owe face
ham,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,0,"['Yeah', 'I', 'imagine', 'would', 'really', 'gentle', 'Unlike', 'docs', 'treat', 'patients', 'like', 'turkeys']",yeah imagine would really gentle unlike doc treat patient like turkey
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,1,"['FREE', '1st', 'week', 'No1', 'Nokia', 'tone', '4', 'ur', 'mobile', 'every', 'week', 'txt', 'NOKIA', '8077', 'Get', 'txting', 'tell', 'ur', 'mates', 'www', 'getzed', 'co', 'uk', 'POBox', '36504', 'W45WQ', '16', 'norm150p', 'tone']",free 1st week no1 Nokia tone 4 ur mobile every week txt NOKIA 8077 get txte tell ur mate www getze co uk POBox 36504 w45wq 16 norm150p tone
ham,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,0,"['Now', 'started', 'dont', 'stop', 'Just', 'pray', 'good', 'ideas', 'anything', 'see', 'help', 'guys', 'forward', 'link']",start do not stop pray good idea anything see help guy forward link
ham,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,0,"['Hi', 'darlin', 'im', 'helens', 'fone', 'im', 'gonna', 'b', 'princes', '2', 'nite', 'please', 'come', 'tb', 'love', 'Kate']",hi darlin I m helen fone I m going to b prince 2 nite please come tb love kate
ham,I'm in office now da:)where are you?,0,"['I', 'office', 'da']",office da
ham,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,0,"['Aiyar', 'u', 'poor', 'thing', 'I', 'give', 'u', 'support', 'k', 'Jia', 'I', 'think', 'u']",Aiyar u poor thing give u support k Jia think u
ham,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,0,"['Oh', 'unintentionally', 'bad', 'timing', 'Great', 'Fingers', 'trains', 'play', 'along', 'Will', 'give', 'fifteen', 'min', 'warning']",oh unintentionally bad timing great finger train play along give fifteen min warn
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,1,"['Get', 'garden', 'ready', 'summer', 'FREE', 'selection', 'summer', 'bulbs', 'seeds', 'worth', '33', '50', 'The', 'Scotsman', 'Saturday', 'To', 'stop', 'go2', 'notxt', 'co', 'uk']",get garden ready summer free selection summer bulb seed worth 33 50 Scotsman Saturday stop go2 notxt co uk
ham,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),0,"['K', 'come', 'wenever', 'u', 'lik', 'come', 'also', 'tel', 'vikky', 'come', 'getting', 'free', 'time']",k come wenever u lik come also tel vikky come get free time
ham,Pls call me da. What happen.,0,"['Pls', 'call', 'da', 'What', 'happen']",pls call da happen
ham,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",0,"['Happy', 'new', 'year', 'u', 'ur', 'family', 'may', 'new', 'year', 'bring', 'happiness', 'stability', 'tranquility', 'ur', 'vibrant', 'colourful', 'life']",happy new year u ur family may new year bring happiness stability tranquility ur vibrant colourful life
ham,No problem with the renewal. I.ll do it right away but i dont know his details.,0,"['No', 'problem', 'renewal', 'I', 'right', 'away', 'dont', 'know', 'details']",problem renewal right away do not know detail
ham,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,0,"['Idk', 'I', 'sitting', 'stop', 'shop', 'parking', 'lot', 'right', 'bawling', 'eyes', 'feel', 'like', 'failure', 'everything', 'Nobody', 'wants', 'feel', 'like', 'failing']",Idk sit stop shop parking lot right bawl eye feel like failure everything nobody want feel like fail
ham,Haven't left yet so probably gonna be here til dinner,0,"['Haven', 'left', 'yet', 'probably', 'gonna', 'til', 'dinner']",leave yet probably going to til dinner
ham,"Like  &lt;#&gt; , same question",0,"['Like', 'lt', 'gt', 'question']",like lt gt question
ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,0,"['MY', 'NEW', 'YEARS', 'EVE', 'WAS', 'OK', 'I', 'WENT', 'TO', 'A', 'PARTY', 'WITH', 'MY', 'BOYFRIEND', 'WHO', 'IS', 'THIS', 'SI', 'THEN', 'HEY']",new year eve ok go PARTY BOYFRIEND SI hey
ham,"Sir, I need Velusamy sir's date of birth and company bank facilities details.",0,"['Sir', 'I', 'need', 'Velusamy', 'sir', 'date', 'birth', 'company', 'bank', 'facilities', 'details']",Sir need Velusamy sir date birth company bank facility detail
ham,K k:) sms chat with me.,0,"['K', 'k', 'sms', 'chat']",k k sm chat
ham,I will come with karnan car. Please wait till 6pm will directly goto doctor.,0,"['I', 'come', 'karnan', 'car', 'Please', 'wait', 'till', '6pm', 'directly', 'goto', 'doctor']",come karnan car please wait till 6 pm directly goto doctor
ham,No but the bluray player can,0,"['No', 'bluray', 'player']",bluray player
ham,Ok... Then r we meeting later?,0,"['Ok', 'Then', 'r', 'meeting', 'later']",ok r meeting later
ham,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,0,"['Lol', 'I', 'need', 'cash', 'nitros', 'Hurry', 'come', 'I', 'crash']",Lol need cash nitro hurry come crash
ham,Just send a text. We'll skype later.,0,"['Just', 'send', 'text', 'We', 'skype', 'later']",send text skype later
ham,Ok leave no need to ask,0,"['Ok', 'leave', 'need', 'ask']",ok leave need ask
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",1,"['Congrats', '2', 'mobile', '3G', 'Videophones', 'R', 'call', '09063458130', 'videochat', 'wid', 'ur', 'mates', 'play', 'java', 'games', 'Dload', 'polypH', 'music', 'noline', 'rentl', 'bx420', 'ip4', '5we', '150p']",congrat 2 mobile 3 g videophone r call 09063458130 videochat wid ur mate play java game dload polyph music noline rentl bx420 ip4 5we 150p
ham,Ü still got lessons?  Ü in sch?,0,"['Ü', 'still', 'got', 'lessons', 'Ü', 'sch']",Ü still get lesson Ü sch
ham,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,0,"['Y', 'dun', 'believe', 'leh', 'I', 'tot', 'told', 'true', 'already', 'I', 'thk', 'muz', 'c', 'us', 'tog', 'believe']",dun believe leh tot tell true already thk muz c we tog believe
ham,Oh did you charge camera,0,"['Oh', 'charge', 'camera']",oh charge camera
ham,"I‘ve got some salt, you can rub it in my open wounds if you like!",0,"['I', 'got', 'salt', 'rub', 'open', 'wounds', 'like']",get salt rub open wound like
ham,Now i'm going for lunch.,0,"['Now', 'going', 'lunch']",go lunch
ham,I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.,0,"['I', 'school', 'n', 'da', 'lab', 'stuff', 'give', 'call', 'ü', 'r', 'done']",school n da lab stuff give call ü r do
ham,Oh k. . I will come tomorrow,0,"['Oh', 'k', 'I', 'come', 'tomorrow']",oh k come tomorrow
ham,"Aight, text me tonight and we'll see what's up",0,"['Aight', 'text', 'tonight', 'see']",aight text tonight see
ham,U 2.,0,"['U', '2']",u 2
ham,Water logging in desert. Geoenvironmental implications.,0,"['Water', 'logging', 'desert', 'Geoenvironmental', 'implications']",water log desert geoenvironmental implication
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,0,"['Raji', 'pls', 'favour', 'Pls', 'convey', 'Birthday', 'wishes', 'Nimya', 'Pls', 'Today', 'birthday']",raji pls favour pls convey birthday wish nimya pls today birthday
ham,Company is very good.environment is terrific and food is really nice:),0,"['Company', 'good', 'environment', 'terrific', 'food', 'really', 'nice']",company good environment terrific food really nice
ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",0,"['Very', 'strange', 'watching', '2nd', 'one', 'bed', 'Sweet', 'dreams', 'miss', 'u']",strange watch 2nd one bed sweet dream miss u
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,1,"['SMS', 'AUCTION', 'A', 'BRAND', 'NEW', 'Nokia', '7250', '4', 'auction', 'today', 'Auction', 'FREE', '2', 'join', 'take', 'part', 'Txt', 'NOKIA', '86021']",SMS AUCTION brand new Nokia 7250 4 auction today auction free 2 join take part Txt NOKIA 86021
ham,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ",0,"['Hi', 'hope', 'u', 'r', 'ok', 'said', 'would', 'text', 'u', 'seen', 'let', 'gently', 'please']",hi hope u r ok say would text u see let gently please
ham,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",0,"['Babe', 'I', 'fucking', 'love', 'You', 'know', 'Fuck', 'good', 'hear', 'voice', 'I', 'need', 'I', 'crave', 'I', 'get', 'enough', 'I', 'adore', 'Ahmad', 'kisses']",babe fucking love know fuck good hear voice need crave get enough adore Ahmad kiss
ham,K sure am in my relatives home. Sms me de. Pls:-),0,"['K', 'sure', 'relatives', 'home', 'Sms', 'de', 'Pls']",k sure relative home sms de pls
ham,I sent them. Do you like?,0,"['I', 'sent', 'Do', 'like']",send like
ham,"Fuuuuck I need to stop sleepin, sup",0,"['Fuuuuck', 'I', 'need', 'stop', 'sleepin', 'sup']",fuuuuck need stop sleepin sup
ham,I'm in town now so i'll jus take mrt down later.,0,"['I', 'town', 'jus', 'take', 'mrt', 'later']",town ju take mrt later
ham,I just cooked a rather nice salmon a la you,0,"['I', 'cooked', 'rather', 'nice', 'salmon', 'la']",cook rather nice salmon la
ham,I uploaded mine to Facebook,0,"['I', 'uploaded', 'mine', 'Facebook']",upload mine Facebook
ham,WHAT TIME U WRKIN?,0,"['WHAT', 'TIME', 'U', 'WRKIN']",TIME u WRKIN
ham,Okie,0,['Okie'],okie
spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,1,"['ree', 'entry', '2', 'weekly', 'comp', 'chance', 'win', 'ipod', 'Txt', 'POD', '80182', 'get', 'entry', 'std', 'txt', 'rate', 'T', 'C', 'apply', '08452810073', 'details', '18']",ree entry 2 weekly comp chance win ipod Txt POD 80182 get entry std txt rate c apply 08452810073 detail 18
spam,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,1,"['Our', 'records', 'indicate', 'u', 'maybe', 'entitled', '5000', 'pounds', 'compensation', 'Accident', 'To', 'claim', '4', 'free', 'reply', 'CLAIM', 'msg', '2', 'stop', 'txt', 'STOP']",record indicate u maybe entitle 5000 pound compensation accident claim 4 free reply CLAIM msg 2 stop txt stop
ham,"Sorry, I'll call later",0,"['Sorry', 'I', 'call', 'later']",sorry call later
ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,0,"['Oh', 'oh', 'Den', 'muz', 'change', 'plan', 'liao', 'Go', 'back', 'yan', 'jiu']",oh oh den muz change plan liao go back yan jiu
ham,"It's wylie, you in tampa or sarasota?",0,"['It', 'wylie', 'tampa', 'sarasota']",wylie tampa sarasota
ham,Ok... Take ur time n enjoy ur dinner...,0,"['Ok', 'Take', 'ur', 'time', 'n', 'enjoy', 'ur', 'dinner']",ok take ur time n enjoy ur dinner
ham,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,0,"['Darren', 'saying', 'dat', 'u', 'meeting', 'da', 'ge', 'den', 'dun', 'meet', '4', 'dinner', 'Cos', 'later', 'u', 'leave', 'xy', 'feel', 'awkward', 'Den', 'u', 'meet', '4', 'lunch', 'lor']",Darren say dat u meeting da ge den dun meet 4 dinner cos later u leave xy feel awkward den u meet 4 lunch lor
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ",1,"['Spook', 'mob', 'Halloween', 'collection', 'logo', 'pic', 'message', 'plus', 'free', 'eerie', 'tone', 'txt', 'CARD', 'SPOOK', '8007', 'zed', '08701417012150p', 'per', 'logo', 'pic']",spook mob Halloween collection logo pic message plus free eerie tone txt CARD SPOOK 8007 ze 08701417012150p per logo pic
ham,I like cheap! But i‘m happy to splash out on the wine if it makes you feel better..,0,"['I', 'like', 'cheap', 'But', 'happy', 'splash', 'wine', 'makes', 'feel', 'better']",like cheap happy splash wine make feel well
ham,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,0,"['She', 'fine', 'I', 'difficulties', 'phone', 'It', 'works', 'mine', 'Can', 'pls', 'send', 'another', 'friend', 'request']",fine difficulty phone work mine pls send another friend request
ham,Ugh my leg hurts. Musta overdid it on mon.,0,"['Ugh', 'leg', 'hurts', 'Musta', 'overdid', 'mon']",ugh leg hurt Musta overdo mon
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,1,"['Call', 'Germany', '1', 'pence', 'per', 'minute', 'Call', 'fixed', 'line', 'via', 'access', 'number', '0844', '861', '85', '85', 'No', 'prepayment', 'Direct', 'access', 'www', 'telediscount', 'co', 'uk']",call Germany 1 pence per minute call fix line via access number 0844 861 85 85 prepayment direct access www telediscount co uk
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",1,"['YOU', 'VE', 'WON', 'Your', '4', 'Costa', 'Del', 'Sol', 'Holiday', '5000', 'await', 'collection', 'Call', '09050090044', 'Now', 'toClaim', 'SAE', 'TC', 'POBox334', 'Stockport', 'SK38xh', 'Cost', '1', '50', 'pm', 'Max10mins']",4 costa del sol holiday 5000 await collection call 09050090044 toClaim SAE tc pobox334 stockport SK38xh cost 1 50 pm max10min
ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,0,"['WOT', 'STUDENT', 'DISCOUNT', 'CAN', 'U', 'GET', 'ON', 'BOOKS']",wot student discount u get book
ham,Me fine..absolutly fine,0,"['Me', 'fine', 'absolutly', 'fine']",fine absolutly fine
ham,How come she can get it? Should b quite diff to guess rite...,0,"['How', 'come', 'get', 'Should', 'b', 'quite', 'diff', 'guess', 'rite']",come get b quite diff guess rite
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,1,"['Had', 'mobile', '11mths', 'Update', 'FREE', 'Oranges', 'latest', 'colour', 'camera', 'mobiles', 'unlimited', 'weekend', 'calls', 'Call', 'Mobile', 'Upd8', 'freefone', '08000839402', '2StopTxt']",mobile 11mths update free orange late colour camera mobile unlimited weekend call call mobile Upd8 freefone 08000839402 2stoptxt
ham,I will reach ur home in  &lt;#&gt;  minutes,0,"['I', 'reach', 'ur', 'home', 'lt', 'gt', 'minutes']",reach ur home lt gt minute
ham,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",0,"['Babe', 'I', 'answering', 'see', 'Maybe', 'better', 'reboot', 'YM', 'I', 'got', 'photo', 'It', 'great']",babe answer see maybe well reboot YM get photo great
ham,Hi.what you think about match?,0,"['Hi', 'think', 'match']",hi think match
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",0,"['I', 'know', 'thinkin', 'malaria', 'But', 'relax', 'children', 'cant', 'handle', 'malaria', 'She', 'would', 'worse', 'gastroenteritis', 'If', 'takes', 'enough', 'replace', 'loss', 'temp', 'reduce', 'And', 'give', 'malaria', 'meds', 'vomit', 'Its', 'self', 'limiting', 'illness', 'means', 'days', 'completely', 'stop']",know thinkin malaria relax child can not handle malaria would bad gastroenteritis take enough replace loss temp reduce give malaria med vomit self limit illness mean day completely stop
ham,Dai i downloaded but there is only exe file which i can only run that exe after installing.,0,"['Dai', 'downloaded', 'exe', 'file', 'run', 'exe', 'installing']",Dai download exe file run exe instal
ham,It is only yesterday true true.,0,"['It', 'yesterday', 'true', 'true']",yesterday true true
ham,K.k.how is your business now?,0,"['K', 'k', 'business']",k k business
ham,3 pa but not selected.,0,"['3', 'pa', 'selected']",3 pa select
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,1,"['Natalja', '25', 'F', 'inviting', 'friend', 'Reply', 'YES', '440', 'NO', '440', 'See', 'www', 'SMS', 'ac', 'u', 'nat27081980', 'STOP', 'Send', 'STOP', 'FRND', '62468']",natalja 25 F invite friend reply yes 440 440 see www SMS ac u nat27081980 stop send stop FRND 62468
ham,I keep ten rs in my shelf:) buy two egg.,0,"['I', 'keep', 'ten', 'rs', 'shelf', 'buy', 'two', 'egg']",keep ten rs shelf buy two egg
ham,I am late. I will be there at,0,"['I', 'late', 'I']",late
ham,Well thats nice. Too bad i cant eat it,0,"['Well', 'thats', 'nice', 'Too', 'bad', 'cant', 'eat']",well that s nice bad can not eat
ham,I accidentally brought em home in the box,0,"['I', 'accidentally', 'brought', 'em', 'home', 'box']",accidentally bring em home box
ham,Pls she needs to dat slowly or she will vomit more.,0,"['Pls', 'needs', 'dat', 'slowly', 'vomit']",pls need dat slowly vomit
ham,I have to take exam with in march 3,0,"['I', 'take', 'exam', 'march', '3']",take exam march 3
ham,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",0,"['Jane', 'babes', 'goin', '2', 'wrk', 'feel', 'ill', 'lst', 'nite', 'Foned', 'already', 'cover', '4', 'chuck']",jane babe goin 2 wrk feel ill lst nite foned already cover 4 chuck
ham,5 nights...We nt staying at port step liao...Too ex,0,"['5', 'nights', 'We', 'nt', 'staying', 'port', 'step', 'liao', 'Too', 'ex']",5 night not stay port step liao ex
ham,If I die I want u to have all my stuffs.,0,"['If', 'I', 'die', 'I', 'want', 'u', 'stuffs']",die want u stuff
ham,OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX,0,"['OH', 'FUCK', 'JUSWOKE', 'UP', 'IN', 'A', 'BED', 'ON', 'A', 'BOATIN', 'THE', 'DOCKS', 'SLEPT', 'WID', '25', 'YEAR', 'OLD', 'SPINOUT', 'GIV', 'U', 'DA', 'GOSSIP', 'L8R', 'XXX']",OH fuck JUSWOKE BED BOATIN dock SLEPT wid 25 year old SPINOUT GIV u da GOSSIP L8R XXX
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,0,"['Smile', 'Pleasure', 'Smile', 'Pain', 'Smile', 'trouble', 'pours', 'like', 'Rain', 'Smile', 'sum1', 'Hurts', 'U', 'Smile', 'becoz', 'SOMEONE', 'still', 'Loves', 'see', 'u', 'Smiling']",smile pleasure smile pain smile trouble pour like rain smile sum1 hurt u smile becoz someone still love see u smile
ham,Prabha..i'm soryda..realy..frm heart i'm sory,0,"['Prabha', 'soryda', 'realy', 'frm', 'heart', 'sory']",prabha soryda realy frm heart sory
